system   D            wsystem.c:583  maybe_parent_dir                 [   0.00271] Also searching C:\Users\student\Desktop\AI2\Playground\Storm\Diablo2\game\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69238] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69298] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69299] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69300] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69302] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69303] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69305] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.69306] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.69307] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.69308] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.69309] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.69310] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   3.69347] Glyph 43: 9x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69353] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69355] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.69425] Glyph 18: 9x11 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69430] Glyph 41: 8x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69434] Glyph 20: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69438] Glyph 29: 4x8 (4x8)
font     D                ttf.c:406  cache_glyph                      [   3.69440] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   3.69443] Glyph 55: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69448] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   3.69453] Glyph 74: 8x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69457] Glyph 79: 7x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69462] Glyph 72: 8x9 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69467] Glyph 75: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   3.69472] Glyph 83: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69537] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69539] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69671] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69673] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69691] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69692] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69821] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69846] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69848] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69873] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69874] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.69899] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.69900] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.70230] removed dtor for object 080B0518
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   3.70239] d3d_destroy_bitmap: Release video texture failed.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   3.70297] Font cour.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   3.70298]     ascent=10.0, descent=-4.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   3.70300] added dtor for object 080B04D8, func 0F711B36
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71105] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71107] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71108] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71109] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71110] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71111] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71112] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71113] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71114] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.71115] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.71116] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.71117] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.71118] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   3.71137] Glyph 23: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71145] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71146] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71215] Glyph 24: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71222] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71223] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71254] Glyph 20: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71261] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71262] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71292] Glyph 21: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71298] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71300] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71330] Glyph 22: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71337] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71338] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.71362] removed dtor for object 080439C0
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   3.71372] d3d_destroy_bitmap: Release video texture failed.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   3.71445] Font cour.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   3.71446]     ascent=10.0, descent=-4.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   3.71448] added dtor for object 0803D948, func 0F711B36
font     D                ttf.c:406  cache_glyph                      [   3.71474] Glyph 3 has zero size.
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71481] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71483] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71484] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71485] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71488] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.71489] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.71490] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.71491] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.71492] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.71493] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   3.71514] Glyph 49: 9x10 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71522] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71586] Glyph 88: 9x8 (12x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71593] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71594] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71625] Glyph 80: 9x8 (12x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71633] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71662] Glyph 82: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71669] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71670] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71698] Glyph 71: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71706] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71732] Glyph 72: 8x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71739] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71740] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71770] Glyph 86: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71777] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71804] Glyph 51: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71810] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71812] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71838] Glyph 85: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71847] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71874] Glyph 70: 7x8 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71880] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71882] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71908] Glyph 29: 4x8 (4x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71915] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71916] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71943] Glyph 24: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71950] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71951] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71979] Glyph 25: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71985] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71986] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.72013] Glyph 40: 8x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.72020] _al_d3d_sync_bitmap (system) ref count == 1
